!SIL    1.0	sil
<SPN>   1.0	spn
<UNK>   1.0	unk
డ్యాంకు	1.0	డ్యాం కు 
డ్యాక్యుమెంట్లను	1.0	డ్యాక్ యు మెంట్ ల ను 
డ్యాం	1.0	డ్యాం 
డ్రగ్స్	1.0	డ్రగ్స్ 
డ్రమ్ములు	1.0	డ్ర మ్ము లు 
డ్రమ్స్	1.0	డ్రమ్స్ 
డ్రాగా	1.0	డ్రా గా 
డ్రా	1.0	డ్రా 
డ్రాబాద్	1.0	డ్రా బాద్ 
డ్రిప్	1.0	డ్రిప్ 
డ్రైనేజీ	1.0	డ్రై నే జీ 
డ్రైవర్	1.0	డ్రై వర్ 
డ్రైవర్లు	1.0	డ్రై వర్ లు 
డ్రైవింగ్	1.0	డ్రై వింగ్ 
డ్వాక్ర	1.0	డ్వాక్ ర 
డ్వాక్రా	1.0	డ్వాక్ రా 
డ్వాక్రాలను	1.0	డ్వాక్ రా ల ను 
డ్వా	1.0	డ్వా 
డ్వామా	1.0	డ్వా మా 
ఢకొీట్టి	1.0	ఢ కొ ీ ట్టి 
ఢాకా	1.0	ఢా కా 
ఢిల్లీకి	1.0	ఢి ల్లీ కి 
ఢిల్లీ	1.0	ఢి ల్లీ 
ఢిల్లీతో	1.0	ఢి ల్లీ తో 
ఢిల్లీని	1.0	ఢి ల్లీ ని 
ఢిల్లీలో	1.0	ఢి ల్లీ లో 
ఢిల్లీలోని	1.0	ఢి ల్లీ లో ని 
ఢీకొట్టగానే	1.0	ఢీ కొ ట్ట గా నే 
ఢీకొట్టింది	1.0	ఢీ కొ ట్టిం ది 
ఢీకొట్టిన	1.0	ఢీ కొ ట్టి న 
ఢీకొట్టేందుకు	1.0	ఢీ కొ ట్టేం దు కు 
ఢీకొంది	1.0	ఢీ కొం ది 
ఢీకొనటంతో	1.0	ఢీ కొ న టం తో 
ఢీకొనడం	1.0	ఢీ కొ న డం 
ఢీకొని	1.0	ఢీ కొ ని 
ఢీకొన్న	1.0	ఢీ కొ న్న 
ఢీకొన్నారు	1.0	ఢీ కొ న్నా రు 
ఢీకోట్టింది	1.0	ఢీ కో ట్టిం ది 
తకహరు	1.0	త క హ రు 
తక్కునే	1.0	త క్కు నే 
తక్కువగా	1.0	త క్కు వ గా 
తక్కువ	1.0	త క్కు వ 
తక్కువని	1.0	త క్కు వ ని 
తక్కువే	1.0	త క్కు వే 
తక్కువేనని	1.0	త క్కు వే న ని 
తక్కువైనా	1.0	త క్కు వై నా 
తక్కెళ్లపాడుకు	1.0	త క్కెళ్ ల పా డు కు 
తక్షణ	1.0	తక్ ష ణ 
తక్షణం	1.0	తక్ ష ణం 
తక్షణమే	1.0	తక్ ష ణ మే 
తగతిన	1.0	త గ తి న 
తగదని	1.0	త గ ద ని 
తగదన్నారు	1.0	త గ ద న్నా రు 
తగని	1.0	త గ ని 
తగరపు	1.0	త గ ర పు 
తగలకుండా	1.0	త గ ల కుం డా 
తగలబడితే	1.0	త గ ల బ డి తే 
తగలబెడితే	1.0	త గ ల బె డి తే 
తగవుల్లో	1.0	త గ వు ల్లో 
తగాదాల	1.0	త గా దా ల 
తగించిన	1.0	త గిం చి న 
తగిన	1.0	త గి న 
తగినంత	1.0	త గి నం త 
తగినన్ని	1.0	త గి న న్ని 
తగినవన్ని	1.0	త గి న వ న్ని 
తగిలాయి	1.0	త గి లా యి 
తగిలి	1.0	త గి లి 
తగిలింది	1.0	త గి లిం ది 
తంగుడు	1.0	తం గు డు 
తగు	1.0	త గు 
తగులబెట్టాయి	1.0	త గు ల బె ట్టా యి 
తగులుతోందని	1.0	త గు లు తోం ద ని 
తగ్గకపోగా	1.0	త గ్గ క పో గా 
తగ్గకుంటే	1.0	త గ్గ కుం టే 
తగ్గకుండా	1.0	త గ్గ కుం డా 
తగ్గట్టు	1.0	త గ్గ ట్టు 
తగ్గట్లుగానే	1.0	త గ్గట్ లు గా నే 
తగ్గడం	1.0	త గ్గ డం 
తగ్గడంతో	1.0	త గ్గ డం తో 
తగ్గలేదని	1.0	త గ్గ లే ద ని 
తగ్గాయని	1.0	త గ్గా య ని 
తగ్గాయి	1.0	త గ్గా యి 
తగ్గాలని	1.0	త గ్గా ల ని 
తగ్గించాయంటే	1.0	త గ్గిం చా యం టే 
తగ్గించారు	1.0	త గ్గిం చా రు 
తగ్గించాలంటూ	1.0	త గ్గిం చా లం టూ 
తగ్గించాల్సిన	1.0	త గ్గిం చాల్ సి న 
తగ్గించిందనే	1.0	త గ్గిం చిం ద నే 
తగ్గించినట్లు	1.0	త గ్గిం చి నట్ లు 
తగ్గించుకుంటూ	1.0	త గ్గిం చు కుం టూ 
తగ్గించుకునే	1.0	త గ్గిం చు కు నే 
తగ్గించుకోవడానికి	1.0	త గ్గిం చు కో వ డా ని కి 
తగ్గించే	1.0	త గ్గిం చే 
తగ్గించేందుకు	1.0	త గ్గిం చేం దు కు 
తగ్గి	1.0	త గ్గి 
తగ్గితే	1.0	త గ్గి తే 
తగ్గిందని	1.0	త గ్గిం ద ని 
తగ్గిందనే	1.0	త గ్గిం ద నే 
తగ్గింది	1.0	త గ్గిం ది 
తగ్గినట్లుగా	1.0	త గ్గి నట్ లు గా 
తగ్గినట్లు	1.0	త గ్గి నట్ లు 
తగ్గిన	1.0	త గ్గి న 
తగ్గినా	1.0	త గ్గి నా 
తగ్గింపు	1.0	త గ్గిం పు 
తగ్గిపోతుందని	1.0	త గ్గి పో తుం ద ని 
తగ్గిపోతుందేమోనని	1.0	త గ్గి పో తుం దే మో న ని 
తగ్గిపోతున్నది	1.0	త గ్గి పో తు న్న ది 
తగ్గిపోతున్నాయని	1.0	త గ్గి పో తు న్నా య ని 
తగ్గిపోయింది	1.0	త గ్గి పో యిం ది 
తగ్గిపోయినా	1.0	త గ్గి పో యి నా 
తగ్గిస్తూ	1.0	త గ్గిస్ తూ 
తగ్గుతాయన్న	1.0	త గ్గు తా య న్న 
తగ్గుతారని	1.0	త గ్గు తా ర ని 
తగ్గుతుందని	1.0	త గ్గు తుం ద ని 
తగ్గుతుందనీ	1.0	త గ్గు తుం ద నీ 
తగ్గుతుంది	1.0	త గ్గు తుం ది 
తగ్గుతున్న	1.0	త గ్గు తు న్న 
తగ్గుతోందని	1.0	త గ్గు తోం ద ని 
తగ్గుతోంది	1.0	త గ్గు తోం ది 
తగ్గుదలకు	1.0	త గ్గు ద ల కు 
తగ్గుదలను	1.0	త గ్గు ద ల ను 
తగ్గుముఖం	1.0	త గ్గు ము ఖం 
తగ్గువారిపల్లి	1.0	త గ్గు వా రి ప ల్లి 
తగ్గే	1.0	త గ్గే 
తగ్గేది	1.0	త గ్గే ది 
తగ్గేలా	1.0	త గ్గే లా 
తచ్చాడిన	1.0	త చ్చా డి న 
తంటాలు	1.0	తం టా లు 
తట్కోలేక	1.0	తట్ కో లే క 
తట్టమట్టి	1.0	త ట్ట మ ట్టి 
తట్టుకుని	1.0	త ట్టు కు ని 
తట్టుకునే	1.0	త ట్టు కు నే 
తట్టుకోలేక	1.0	త ట్టు కో లే క 
తట్టుకోలేకపోయారు	1.0	త ట్టు కో లే క పో యా రు 
తట్టుకోలేకు	1.0	త ట్టు కో లే కు 
తట్టుకోవడం	1.0	త ట్టు కో వ డం 
తట్టుకోవడానికి	1.0	త ట్టు కో వ డా ని కి 
తడ	1.0	త డ 
తండ	1.0	తం డ 
తడబడింది	1.0	త డ బ డిం ది 
తడాఖా	1.0	త డా ఖా 
తండా	1.0	తం డా 
తండానీని	1.0	తం డా నీ ని 
తడిచి	1.0	త డి చి 
తడిచిపోయింది	1.0	త డి చి పో యిం ది 
తడి	1.0	త డి 
తడిపిన	1.0	త డి పి న 
తడిసి	1.0	త డి సి 
తడిసిన	1.0	త డి సి న 
తడుముకున్నట్టుగా	1.0	త డు ము కు న్న ట్టు గా 
తడులిచ్చే	1.0	త డు లి చ్చే 
తండ్రికి	1.0	తండ్ రి కి 
తండ్రిగా	1.0	తండ్ రి గా 
తండ్రి	1.0	తండ్ రి 
తండ్రితో	1.0	తండ్ రి తో 
తండ్రిని	1.0	తండ్ రి ని 
తండ్రినే	1.0	తండ్ రి నే 
తండ్రిలాంటివాడని	1.0	తండ్ రి లాం టి వా డ ని 
తండ్రివద్దే	1.0	తండ్ రి వ ద్దే 
తండ్రివేనన్నట్లుగా	1.0	తండ్ రి వే న న్నట్ లు గా 
తండ్రీ	1.0	తండ్ రీ 
తణుకు	1.0	త ణు కు 
తణుకులో	1.0	త ణు కు లో 
త	1.0	త 
తం	1.0	తం 
తతంగం	1.0	త తం గం 
తంతంగంలో	1.0	తం తం గం లో 
తతిమ్మా	1.0	త తి మ్మా 
తంతు	1.0	తం తు 
తత్కలిక	1.0	తత్ క లి క 
తత్తు	1.0	త త్తు 
తత్యం	1.0	తత్ యం 
తంత్ర	1.0	తంత్ ర 
తత్వ	1.0	తత్ వ 
తత్వమే	1.0	తత్ వ మే 
తత్వాన్ని	1.0	తత్ వా న్ని 
తదితర	1.0	త ది త ర 
తదితరలు	1.0	త ది త ర లు 
తదితరాల	1.0	త ది త రా ల 
తదితరాలతో	1.0	త ది త రా ల తో 
తదితరుల	1.0	త ది త రు ల 
తదితరులతో	1.0	త ది త రు ల తో 
తదితరులను	1.0	త ది త రు ల ను 
తదితరులు	1.0	త ది త రు లు 
తదుపరి	1.0	త దు ప రి 
తద్వారా	1.0	తద్ వా రా 
తనకంటూ	1.0	త న కం టూ 
తనకనుకూలంగా	1.0	త న క ను కూ లం గా 
తనకివ్వాలన్నారు	1.0	త న కి వ్వా ల న్నా రు 
తనకు	1.0	త న కు 
తనకుందని	1.0	త న కుం ద ని 
తనకున్న	1.0	త న కు న్న 
తనకెంతో	1.0	త న కెం తో 
తనకే	1.0	త న కే 
తనకేమీ	1.0	త న కే మీ 
తనకొక	1.0	త న కొ క 
తనకో	1.0	త న కో 
తనఖీలు	1.0	త న ఖీ లు 
తనంగా	1.0	త నం గా 
తనగృహ	1.0	త న గృ హ 
తనంతట	1.0	త నం త ట 
తన	1.0	త న 
తనతో	1.0	త న తో 
తనదని	1.0	త న ద ని 
తనది	1.0	త న ది 
తనదే	1.0	త న దే 
తనదేనని	1.0	త న దే న ని 
తనదైన	1.0	త న దై న 
తనను	1.0	త న ను 
తనపని	1.0	త న ప ని 
తనపై	1.0	త న పై 
తనపైన	1.0	త న పై న 
తనమే	1.0	త న మే 
తనయుడికి	1.0	త న యు డి కి 
తనయుడి	1.0	త న యు డి 
తనయుడు	1.0	త న యు డు 
తనలాగే	1.0	త న లా గే 
తనలా	1.0	త న లా 
తనలోకి	1.0	త న లో కి 
తనవంటి	1.0	త న వం టి 
తనవంతు	1.0	త న వం తు 
తనవాళ్ళు	1.0	త న వా ళ్ళు 
తనవైపు	1.0	త న వై పు 
తనస్థాయిన	1.0	త నస్ థా యి న 
తనస్థాయిను	1.0	త నస్ థా యి ను 
తనానికి	1.0	త నా ని కి 
తనాన్ని	1.0	త నా న్ని 
